State,District,Mandal,OfficeType,Pincode,Latitude,Longitude
AndhraPradesh,Prakasam,Panduvanagulavaram,Bo,523224.0,15.391418,79.233519
AndhraPradesh,Bapatla,Nagulapadu,Bo,523201.0,15.791546,80.002527
AndhraPradesh,Bapatla,Bommnampadu,Bo,523201.0,15.840015,80.010172
AndhraPradesh,Bapatla,Kasyapuram,Bo,523201.0,15.806192,80.023799
AndhraPradesh,Bapatla,Mailavaram,Bo,523201.0,15.915813,79.897676
AndhraPradesh,Prakasam,Kanuparthi,Bo,523180.0,15.588224,80.214443
AndhraPradesh,Prakasam,Raparala,Bo,523180.0,15.629438,80.161314
AndhraPradesh,Prakasam,Manchikalapadu,Bo,523226.0,15.597222,79.900088
AndhraPradesh,Prakasam,Devarampadu,Bo,523182.0,15.551725,80.183802
AndhraPradesh,Bapatla,Muktheswaram,Bo,523303.0,15.993252,79.987164
AndhraPradesh,Bapatla,S.L.Gudipadu,Bo,523303.0,16.880868,80.963402
AndhraPradesh,Prakasam,Alluru,Bo,523286.0,15.502463,80.129814
AndhraPradesh,Prakasam,Koppole,Bo,523286.0,15.487159,80.084538
AndhraPradesh,Prakasam,Motumala,Bo,523286.0,15.489445,80.190303
AndhraPradesh,Bapatla,Daivalaravuru,Bo,523212.0,15.709405,80.055588
AndhraPradesh,Prakasam,Nelaturu,Bo,523211.0,15.620299,79.974804
Telangana,Mulugu,Beeravelli,Bo,506344.0,18.1014229,80.4322515
Telangana,Siddipet,Kondapur,Bo,506367.0,17.9920223,79.1334858
AndhraPradesh,Prakasam,Vellampalli,Bo,523211.0,15.637809,80.01493
AndhraPradesh,Bapatla,Konidena,Bo,523301.0,16.014703,80.058231
AndhraPradesh,Bapatla,Degaramudi,Bo,523301.0,16.002765,80.124015
AndhraPradesh,Bapatla,Vinjanampadu,Bo,523301.0,16.032122,80.193783
,,Reningavaram,Bo,523261.0,15.808005,80.03952
AndhraPradesh,Prakasam,Kandlagunta,Bo,523183.0,15.690383,80.1117283
AndhraPradesh,Bapatla,Paidipadu,Bo,523213.0,15.316413,79.851382
AndhraPradesh,Bapatla,Vellalacheruvu,Bo,523302.0,16.137433,79.882883
AndhraPradesh,Prakasam,B.Machavaram,Bo,523225.0,15.480524,79.901367
AndhraPradesh,Prakasam,Mangamuru,Bo,523225.0,15.499579,79.968967
AndhraPradesh,Prakasam,Chekurapadu,Bo,523262.0,15.578951,80.078444
AndhraPradesh,Prakasam,Yedugundlapadu,Bo,523262.0,15.563751,80.051708
AndhraPradesh,Bapatla,Pedaganjam,Bo,523186.0,15.641366,80.230751
AndhraPradesh,Bapatla,Pedjangalapalli,Bo,523260.0,15.966121,80.024532
AndhraPradesh,Bapatla,Dharmavaram,Bo,523260.0,15.906091,80.003343
AndhraPradesh,WestGodavari,Duddukuru,Bo,534313.0,17.0410693,81.5913328
AndhraPradesh,Eluru,Kunkala,Bo,534318.0,17.2684337,81.5237314
AndhraPradesh,WestGodavari,GangoleB.O,Bo,534318.0,17.2116,81.5473
AndhraPradesh,WestGodavari,Yadavole,Bo,534316.0,17.0614794,81.4672762
AndhraPradesh,WestGodavari,Komatikunta,Bo,534316.0,17.0988122,81.5419871
AndhraPradesh,WestGodavari,Pendyala,Bo,534329.0,16.8620661,81.743283
AndhraPradesh,WestGodavari,Daravaram,Bo,534301.0,16.9298813,81.6807667
AndhraPradesh,WestGodavari,Bangarampeta,Bo,534315.0,17.1967199,81.641018
AndhraPradesh,WestGodavari,Paidipaka,Bo,534315.0,17.27885,81.61826
AndhraPradesh,WestGodavari,Gopavaram,Bo,534302.0,16.8933179,81.702742
AndhraPradesh,WestGodavari,Katakoteswaram,Bo,534305.0,16.9301785,81.6342944
AndhraPradesh,WestGodavari,Gajjaram,Bo,534341.0,17.1332854,81.6389644
AndhraPradesh,WestGodavari,Tadipudi,Bo,534341.0,17.16445,81.6535556
AndhraPradesh,WestGodavari,Malakapalli,Bo,534340.0,17.0640872,81.659392
AndhraPradesh,WestGodavari,Arikirevula,Bo,534340.0,17.0530201,81.7158258
AndhraPradesh,WestGodavari,Chidipi,Bo,534340.0,17.0914292,81.678763
AndhraPradesh,WestGodavari,Gundepalli,Bo,534111.0,16.9581027,81.4598558
Telangana,Mulugu,Narsapur(Bore),Bo,506344.0,18.1477667,80.3945051
AndhraPradesh,WestGodavari,Bodapadu,Bo,534196.0,16.7654097,81.5477838
AndhraPradesh,WestGodavari,Kommara,Bo,534196.0,16.728533,81.492472
AndhraPradesh,WestGodavari,Korumilli,Bo,534156.0,16.7417549,81.5739738
AndhraPradesh,Eluru,Adavikolanu,Bo,534198.0,16.7043326,81.408825
AndhraPradesh,Eluru,Chanamilli,Bo,534198.0,16.6842436,81.4241141
AndhraPradesh,WestGodavari,Varadarajapuram,Bo,534198.0,16.7031,81.4952
AndhraPradesh,WestGodavari,Pullayagudem,Bo,534145.0,18.69,81.72
AndhraPradesh,Eluru,Valluru,Bo,534197.0,16.7115207,81.5119634
AndhraPradesh,WestGodavari,KavuluruBo,Bo,534176.0,16.6286,80.5841
AndhraPradesh,WestGodavari,Muddapuram,Bo,534146.0,16.8052598,81.6119385
AndhraPradesh,WestGodavari,Nandamuru,Bo,534146.0,16.8451058,81.6425049
AndhraPradesh,WestGodavari,Navabpalem,Bo,534146.0,16.8300002,81.5981734
AndhraPradesh,WestGodavari,Kunchinapalli,Bo,534102.0,16.8018546,81.5133995
AndhraPradesh,WestGodavari,Veerampalem,Bo,534102.0,16.942279,81.509325
AndhraPradesh,WestGodavari,Ramannagudem,Bo,534102.0,16.8729782,81.46306
Telangana,Hanumakonda,Pembarthy,Bo,506371.0,18.0745865,79.4583403
AndhraPradesh,Eluru,Jallikakinada,Bo,534186.0,16.682134,81.5189895
AndhraPradesh,Eluru,Kesavaram,Bo,534186.0,16.6817339,81.5325975
AndhraPradesh,WestGodavari,Vundurru,Bo,534186.0,16.6722557,81.4969196
AndhraPradesh,Bapatla,Gudipudiagraharam,Bo,522310.0,,
AndhraPradesh,Bapatla,Maruproluvaripalem,Bo,522102.0,,
AndhraPradesh,Bapatla,Sangupalem,Bo,522311.0,,
AndhraPradesh,Bapatla,KoduruKomali,Bo,522311.0,,
Telangana,Karimnagar,Mudimanikyam,Bo,505481.0,18.248544,79.135637
AndhraPradesh,Guntur,Godavarru,Bo,522212.0,,
AndhraPradesh,Guntur,Lemellepadu,Bo,522212.0,,
AndhraPradesh,Guntur,Lingamguntlapalem,Bo,522212.0,,
AndhraPradesh,Guntur,Vatticheruku,Bo,522212.0,,
AndhraPradesh,Bapatla,Kolaganivaripalem,Bo,522258.0,,
AndhraPradesh,Bapatla,Pamidimarru,Bo,522258.0,,
Telangana,Jagitial,Bhupathipur,Bo,505460.0,18.940341,78.83523
AndhraPradesh,Bapatla,Pyaparru,Bo,522341.0,,
Telangana,Jagitial,Kishanraopet,Bo,505526.0,18.818561,79.207046
AndhraPradesh,Bapatla,Peddavaram,Bo,522259.0,,
AndhraPradesh,Bapatla,Thotapalli,Bo,522259.0,,
AndhraPradesh,Bapatla,Pedagollapalem,Bo,522111.0,,
AndhraPradesh,Bapatla,Chinkapalem,Bo,522262.0,,
Telangana,Siddipet,Mallampalli,Bo,505466.0,18.075153,79.24402
AndhraPradesh,Bapatla,Allaparru,Bo,522262.0,,
Telangana,RajannaSircilla,Nagumpet,Bo,505304.0,18.354149,78.581699
AndhraPradesh,Bapatla,Karankivaripalem,Bo,522268.0,,
AndhraPradesh,Guntur,Aremanda,Bo,522316.0,,
AndhraPradesh,Bapatla,Khajipalem,Bo,522329.0,,
AndhraPradesh,Guntur,Vupparapalem,Bo,522124.0,,
AndhraPradesh,Bapatla,Murukondapadu,Bo,522317.0,,
AndhraPradesh,Bapatla,Nadigaddapalem,Bo,522318.0,,
AndhraPradesh,Bapatla,Korutadiparru,Bo,522312.0,,
Telangana,Siddipet,Kurella,Bo,505473.0,18.167085,79.08004
AndhraPradesh,Bapatla,Panchalavaram,Bo,522325.0,,
AndhraPradesh,Guntur,Burripalem,Bo,522301.0,,
AndhraPradesh,Bapatla,Chilumuru,Bo,522301.0,,
AndhraPradesh,Guntur,Chiluvuru,Bo,522330.0,,
AndhraPradesh,Guntur,Manchikalapudi,Bo,522330.0,,
AndhraPradesh,Guntur,Kazipeta,Bo,522307.0,,
AndhraPradesh,Guntur,Davuluru,Bo,522304.0,,
AndhraPradesh,Bapatla,Donepudi,Bo,522324.0,,
AndhraPradesh,Bapatla,Manduru,Bo,522313.0,,
AndhraPradesh,Guntur,Athota,Bo,522306.0,,
AndhraPradesh,Guntur,Kunchavaram,Bo,522306.0,,
AndhraPradesh,Bapatla,Karumuru,Bo,522265.0,,
AndhraPradesh,Bapatla,Nallurupalem,Bo,522265.0,,
AndhraPradesh,Bapatla,Peteru,Bo,522265.0,,
Telangana,RajannaSircilla,Moodapalli,Bo,505403.0,18.529965,78.807115
AndhraPradesh,Guntur,Selapadu,Bo,522213.0,,
AndhraPradesh,Guntur,Suddapalli,Bo,522213.0,,
AndhraPradesh,Bapatla,Pedapulivarru,Bo,522257.0,,
AndhraPradesh,Bapatla,Butumalli,Bo,522261.0,,
Telangana,Jagitial,Chandoli,Bo,505532.0,18.787722,79.118321
AndhraPradesh,Bapatla,Peravali,Bo,522261.0,,
AndhraPradesh,Krishna,Godavarru,Bo,521151.0,16.376842,80.695993
AndhraPradesh,Krishna,Vanukuru,Bo,521151.0,16.441271,80.735661
AndhraPradesh,Krishna,Madduru,Bo,521151.0,16.403297,80.728151
AndhraPradesh,Krishna,Royyur,Bo,521151.0,16.392264,80.739652
AndhraPradesh,Ntr,Gudavalli,Bo,521104.0,16.510455,80.747548
AndhraPradesh,Krishna,Pedapulipaka,Bo,521134.0,16.461945,80.687095
AndhraPradesh,Krishna,Nepalli,Bo,521245.0,16.410738,80.80439
AndhraPradesh,Eluru,Krishnavaram,Bo,521211.0,16.659967,80.855416
AndhraPradesh,Eluru,Nugondapalli,Bo,521211.0,16.673205,80.762461
AndhraPradesh,Eluru,Sobhanapuram,Bo,521211.0,16.709955,80.750102
,,VadlamanuBo,Bo,521211.0,16.6988,80.7
Telangana,RajannaSircilla,Valbhapur,Bo,505405.0,18.13056,79.438443
AndhraPradesh,Ntr,Popuru,Bo,521182.0,16.63,80.26
AndhraPradesh,Ntr,Konakanchi,Bo,521178.0,16.83,80.2
AndhraPradesh,Ntr,PedaModugapalli,Bo,521178.0,16.950554,80.187123
AndhraPradesh,Ntr,Tirumalagiri,Bo,521178.0,16.920005,80.138524
AndhraPradesh,Ntr,Atkuru,Bo,521229.0,16.564775,80.852858
AndhraPradesh,Ntr,CheruvuMadhavaram,Bo,521229.0,16.692724,80.547966
Telangana,Karimnagar,Parlapalli,Bo,505469.0,18.287415,79.219944
AndhraPradesh,Krishna,Buthumillipadu,Bo,521101.0,16.856234,80.652356
AndhraPradesh,Krishna,Chikkavaram,Bo,521101.0,16.619321,80.793508
AndhraPradesh,Ntr,Chevitikallu,Bo,521180.0,16.617752,80.359032
AndhraPradesh,Ntr,Munnaluru,Bo,521180.0,16.624081,80.335796
AndhraPradesh,Ntr,Polisettipadu,Bo,521227.0,17.031433,80.632888
AndhraPradesh,Ntr,Vemireddipalle,Bo,521227.0,17.065257,80.731773
AndhraPradesh,Ntr,Vedadri,Bo,521457.0,16.799786,80.148257
AndhraPradesh,Ntr,Chintalapadu,Bo,521183.0,16.657603,80.276982
AndhraPradesh,Krishna,Savaragudem,Bo,521107.0,16.536196,80.727569
AndhraPradesh,Ntr,Venkatapuram,Bo,521230.0,16.850309,80.550325
AndhraPradesh,Ntr,Pulluru,Bo,521230.0,16.835451,80.636238
AndhraPradesh,Ntr,Munagacherla,Bo,521185.0,16.762639,80.239112
AndhraPradesh,Ntr,Sanagapadu,Bo,521185.0,16.820274,80.231212
AndhraPradesh,Ntr,Vemulapalli,Bo,521185.0,16.677496,80.342477
AndhraPradesh,Ntr,Ithavaram,Bo,521185.0,16.736929,80.302906
AndhraPradesh,Ntr,Pallagiri,Bo,521184.0,16.782015,80.334576
AndhraPradesh,Eluru,Atkur,Bo,521286.0,16.564869,80.852934
AndhraPradesh,Krishna,Tempalli,Bo,521286.0,16.590247,80.830446
AndhraPradesh,Krishna,Veerapanenigudem,Bo,521286.0,16.602628,80.824673
AndhraPradesh,Ntr,Anigandlapadu,Bo,521190.0,16.891178,80.286715
AndhraPradesh,Ntr,Lingagudem,Bo,521190.0,16.901036,80.216811
AndhraPradesh,Ntr,Gummadidurru,Bo,521190.0,16.84134,80.264641
AndhraPradesh,Ntr,Singavaram,Bo,521190.0,16.926135,80.205995
AndhraPradesh,Krishna,Valluripalem,Bo,521163.0,16.3719,80.769516
,,Alinakhipalem,Bo,521250.0,,
Telangana,Karimnagar,Thimmapur,Bo,505527.0,18.372061,79.172489
AndhraPradesh,Krishna,Garikiparru,Bo,521165.0,16.34539,80.830497
AndhraPradesh,Krishna,Yakamuru,Bo,521165.0,16.361115,80.829745
AndhraPradesh,Konaseema,Munganda,Bo,533214.0,,
AndhraPradesh,Konaseema,Munjavarapukottu,Bo,533214.0,,
AndhraPradesh,Konaseema,Bheemanapalli,Bo,533222.0,,
AndhraPradesh,Konaseema,Gollavilli,Bo,533222.0,,
AndhraPradesh,Konaseema,Indupalli,Bo,533221.0,,
AndhraPradesh,Konaseema,Kandikuppa,Bo,533212.0,,
AndhraPradesh,Konaseema,Chirrayanam,Bo,533212.0,16.519217,82.173351
AndhraPradesh,Konaseema,Kesanakurru,Bo,533220.0,,
AndhraPradesh,Konaseema,Tillakuppa,Bo,533220.0,,
AndhraPradesh,Konaseema,Pasuvullanka,Bo,533220.0,,
AndhraPradesh,Konaseema,Vakkalanka,Bo,533241.0,,
AndhraPradesh,Konaseema,Komanapalli,Bo,533216.0,,
AndhraPradesh,Konaseema,Immidivarappadu,Bo,533218.0,,
AndhraPradesh,Konaseema,Kodurupadu,Bo,533218.0,,
AndhraPradesh,Konaseema,Irusumanda,Bo,533239.0,,
AndhraPradesh,Konaseema,Gopavaram,Bo,533213.0,,
AndhraPradesh,Konaseema,Kamanagaruvu,Bo,533213.0,,
AndhraPradesh,Konaseema,Tandavapalli,Bo,533213.0,,
AndhraPradesh,Konaseema,K.Jagannadhapuram,Bo,533577.0,,
AndhraPradesh,Konaseema,Addalapalem,Bo,533252.0,,
AndhraPradesh,Konaseema,Antarvedi,Bo,533252.0,,
AndhraPradesh,Konaseema,Pulidindi,Bo,533235.0,,
AndhraPradesh,Konaseema,Vaddiparru,Bo,533235.0,,
AndhraPradesh,Konaseema,Yenugupalli,Bo,533240.0,,
AndhraPradesh,Konaseema,Kedarlanka,Bo,533223.0,,
AndhraPradesh,Konaseema,Vadapalem,Bo,533223.0,,
AndhraPradesh,Konaseema,Kathimanda,Bo,533254.0,,
AndhraPradesh,Konaseema,Visweswarayapuram,Bo,533254.0,,
AndhraPradesh,Konaseema,Chintalamori,Bo,533250.0,,
AndhraPradesh,Konaseema,Badava,Bo,533247.0,,
AndhraPradesh,Konaseema,Adurru,Bo,533247.0,,
AndhraPradesh,EastGodavari,Narendrapuram,Bo,533229.0,,
AndhraPradesh,EastGodavari,ChirataPudi,Bo,533229.0,,
AndhraPradesh,EastGodavari,Modekurru,Bo,533229.0,,
AndhraPradesh,Konaseema,Kadali,Bo,533248.0,,
AndhraPradesh,Konaseema,Katrenipadu,Bo,533248.0,,
AndhraPradesh,Konaseema,Ravulapadu,Bo,533238.0,,
AndhraPradesh,Konaseema,LaxmiPolavaram,Bo,533236.0,,
AndhraPradesh,Konaseema,Ankampalem,Bo,533236.0,,
AndhraPradesh,Konaseema,Podagatapalli,Bo,533236.0,,
AndhraPradesh,Konaseema,Palagummi,Bo,533249.0,,
AndhraPradesh,Konaseema,Manepalli,Bo,533249.0,,
AndhraPradesh,Anakapalli,Mushidipalli,Bo,531022.0,17.940412,83.019004
AndhraPradesh,Anakapalli,K.J.Puram,Bo,531022.0,17.9241,83.064326
AndhraPradesh,Visakhapatanam,Baski,Bo,531149.0,17.6868159,83.2184815
AndhraPradesh,Visakhapatanam,Gannela,Bo,531149.0,18.272392,82.7178185
AndhraPradesh,Visakhapatanam,ItiAraku,Bo,531149.0,18.327349,82.877522
AndhraPradesh,Visakhapatanam,Araku,Bo,531151.0,18.3361632,82.8454592
AndhraPradesh,Visakhapatanam,Guntagannela,Bo,531151.0,18.272392,82.7178185
AndhraPradesh,Visakhapatanam,Pattam,Bo,531151.0,18.16364,82.864875
AndhraPradesh,Visakhapatanam,Rangelisingi,Bo,531151.0,18.2880554,82.6654964
AndhraPradesh,Visakhapatanam,Sagara,Bo,531151.0,18.3583295,82.8169365
AndhraPradesh,Anakapalli,Janguluru,Bo,531011.0,17.547377,82.996519
AndhraPradesh,Anakapalli,Kandipudi,Bo,531036.0,17.755989,82.889442
AndhraPradesh,Anakapalli,Bennavolu,Bo,531036.0,17.774174,82.899051
AndhraPradesh,Anakapalli,Timmannapalem,Bo,531036.0,17.689482,83.16758
AndhraPradesh,Anakapalli,AdaviAgraharam,Bo,531036.0,16.523681,80.639247
AndhraPradesh,AlluriSitharamaRaju,Zeenabadu,Bo,531030.0,18.00578,82.957506
AndhraPradesh,Anakapalli,Tankota,Bo,531030.0,18.05902,82.895688
AndhraPradesh,Anakapalli,Dharapalem,Bo,531061.0,17.539569,82.900515
AndhraPradesh,Anakapalli,Govindapalem,Bo,531061.0,17.455663,82.917166
AndhraPradesh,Anakapalli,Kalavalapalle,Bo,531061.0,17.479475,82.913003
AndhraPradesh,Anakapalli,Rambilli,Bo,531061.0,17.464997,82.929697
AndhraPradesh,Prakasam,Lingareddipalli,Bo,523230.0,15.4346,79.52565
AndhraPradesh,Anakapalli,Duddupalem,Bo,531023.0,17.76824,83.021505
AndhraPradesh,Anakapalli,Maredupudi,Bo,531019.0,17.685161,83.064997
AndhraPradesh,Anakapalli,Thadi,Bo,531019.0,17.648055,83.052177
AndhraPradesh,Anakapalli,Gondupalem,Bo,531034.0,17.8652258,83.0274552
AndhraPradesh,Anakapalli,Gullepalle,Bo,531034.0,17.8517447,83.0170874
AndhraPradesh,Anakapalli,KSanthaplem,Bo,531034.0,17.8732391,83.0817509
AndhraPradesh,Visakhapatanam,Bayyavaram,Bo,531031.0,17.6646111,82.9397948
AndhraPradesh,Visakhapatanam,Theeda,Bo,531031.0,17.6337277,82.8188814
AndhraPradesh,Visakhapatanam,Veduruparthi,Bo,531031.0,17.6339895,82.9506797
Telangana,Sangareddy,Bonthapalli,Bo,502313.0,17.66316869,78.3672206
Telangana,Sangareddy,Damarigidda,Bo,502286.0,18.044997,77.655571
AndhraPradesh,Anakapalli,Gavaravaram,Bo,531075.0,17.87548,82.9670233
AndhraPradesh,Anakapalli,Vechalam,Bo,531075.0,17.86519,82.974286
AndhraPradesh,Anakapalli,Thimmarajupeta,Bo,531033.0,17.6192997,82.9773647
AndhraPradesh,Visakhapatanam,BodugullamAgraharam,Bo,531081.0,17.4319859,82.7012489
AndhraPradesh,Visakhapatanam,Rajayyapeta,Bo,531081.0,17.3599128,82.7133636
AndhraPradesh,Visakhapatanam,Kagitha,Bo,531081.0,17.399513,82.686819
AndhraPradesh,Visakhapatanam,Ammulapalem,Bo,531002.0,17.7602733,83.0707433
AndhraPradesh,Visakhapatanam,Kondupalem,Bo,531002.0,17.731695,83.028082
AndhraPradesh,Visakhapatanam,Dalaipalim,Bo,531020.0,17.5736061,83.1043797
AndhraPradesh,Visakhapatanam,Ravada,Bo,531020.0,17.5937759,83.0713809
AndhraPradesh,Anakapalli,Vennalapalem,Bo,531021.0,17.610146,83.087136
AndhraPradesh,Anakapalli,Namavaram,Bo,531126.0,17.3638516,82.6007583
AndhraPradesh,Anakapalli,Lingarajupalem,Bo,531060.0,17.4433366,82.8110316
AndhraPradesh,Anakapalli,Vakapadu,Bo,531060.0,17.4467833,82.8415283
AndhraPradesh,Anakapalli,Vommavaram,Bo,531060.0,17.45771,82.78018
AndhraPradesh,Visakhapatanam,Gopalapatnam,Bo,531127.0,17.3294893,82.6110203
AndhraPradesh,Visakhapatanam,Kumarapuram,Bo,531127.0,17.275442,82.561398
AndhraPradesh,Visakhapatanam,Srirampuram,Bo,531127.0,17.3142061,82.5720667
AndhraPradesh,Visakhapatanam,Venkatanagaram,Bo,531127.0,17.287066,82.5845579
AndhraPradesh,Visakhapatanam,Anthakapalle,Bo,531035.0,17.8141292,83.1219119
AndhraPradesh,Visakhapatanam,Asakapalle,Bo,531035.0,17.7690141,83.1171127
AndhraPradesh,Visakhapatanam,Mallunaidupalem,Bo,531035.0,17.8250381,83.1501702
AndhraPradesh,Anakapalli,ChnAgraharam,Bo,531032.0,17.704102,83.027844
AndhraPradesh,Anakapalli,TSNagaram,Bo,531032.0,17.737269,82.959738
AndhraPradesh,Anakapalli,AmeenaSahebpeta,Bo,531055.0,17.585803,82.904119
AndhraPradesh,Anakapalli,Enugutuni,Bo,531055.0,17.567802,82.877512
AndhraPradesh,Anakapalli,Jagannadhapuram,Bo,531055.0,17.591366,82.931499
AndhraPradesh,Anakapalli,Somalingapalem,Bo,531055.0,17.572318,82.8646835
Telangana,Medak,ChandampetBo,Bo,502255.0,17.968918,78.421706
AndhraPradesh,AlluriSitharamaRaju,Lothugedda,Bo,531111.0,18.310721,83.148819
AndhraPradesh,AlluriSitharamaRaju,Mondigedda,Bo,531111.0,17.963819,82.315664
AndhraPradesh,Visakhapatanam,Bhimavaram,Bo,531082.0,17.4723751,82.7375613
AndhraPradesh,AlluriSitharamaRaju,Gammili,Bo,531029.0,17.9321722,82.5301354
AndhraPradesh,AlluriSitharamaRaju,Luvvasingi,Bo,531029.0,18.0402546,82.4733611
AndhraPradesh,AlluriSitharamaRaju,Bongaram,Bo,531029.0,18.140732,82.420494
AndhraPradesh,AlluriSitharamaRaju,Beeram,Bo,531029.0,18.07851,82.509765
AndhraPradesh,AlluriSitharamaRaju,Addumanda,Bo,531077.0,18.10982,82.6996833
AndhraPradesh,AlluriSitharamaRaju,Galaganda,Bo,531077.0,18.2017066,82.6374283
AndhraPradesh,AlluriSitharamaRaju,Andiba,Bo,531077.0,18.061144,82.766243
Telangana,Siddipet,Raorukala,Bo,502107.0,18.149622,78.772512
AndhraPradesh,Visakhapatanam,Konkasingi,Bo,531084.0,17.6519866,82.3713633
AndhraPradesh,Visakhapatanam,Nadimpalem,Bo,531084.0,17.7436633,82.3688033
AndhraPradesh,Visakhapatanam,Sarabhannapalem,Bo,531084.0,17.7576866,82.3692966
AndhraPradesh,Anakapalli,Cheedikada,Bo,531028.0,17.9289416,82.89201
AndhraPradesh,Anakapalli,Manchala,Bo,531028.0,17.9477816,82.8848699
AndhraPradesh,Visakhapatanam,Kodavatipudi,Bo,531085.0,17.488391,82.606469
AndhraPradesh,Visakhapatanam,Lingapuram,Bo,531085.0,17.5667998,82.668
AndhraPradesh,Visakhapatanam,Rajupeta,Bo,531085.0,17.5654915,82.70939
AndhraPradesh,Anakapalli,Kothapatnam,Bo,531114.0,17.779905,82.6972936
AndhraPradesh,Anakapalli,VSarabhavaram,Bo,531114.0,17.746833,82.629204
AndhraPradesh,Visakhapatanam,AddasaramBo,Bo,531114.0,,
AndhraPradesh,Visakhapatanam,Gangavaram,Bo,531087.0,17.6791588,82.1703568
AndhraPradesh,Visakhapatanam,Kakarapadu,Bo,531087.0,17.6415288,82.234627
AndhraPradesh,Visakhapatanam,Marrivada,Bo,531087.0,17.6850836,82.2504384
AndhraPradesh,Visakhapatanam,Bennabhupalapatnam,Bo,531118.0,17.7485822,82.5973823
AndhraPradesh,Visakhapatanam,Chettupalle,Bo,531118.0,17.6832416,82.6492138
AndhraPradesh,Visakhapatanam,Gabbada,Bo,531118.0,17.7669636,82.5360711
AndhraPradesh,Visakhapatanam,Lammasingi,Bo,531118.0,17.81563,82.492782
AndhraPradesh,Visakhapatanam,Sanivaram,Bo,531118.0,17.868934,82.5688817
AndhraPradesh,Visakhapatanam,Vaddipa,Bo,531118.0,17.745522,82.6172021
AndhraPradesh,Anakapalli,DGottivada,Bo,531027.0,17.8873884,82.7791383
AndhraPradesh,Anakapalli,Sagaram,Bo,531027.0,17.87227,82.772541
AndhraPradesh,Anakapalli,Burugupalem,Bo,531113.0,17.6794119,82.71682
AndhraPradesh,Anakapalli,Mallavaram,Bo,531113.0,17.6129525,82.6694805
AndhraPradesh,Visakhapatanam,Dharagangavaram,Bo,531115.0,17.589566,82.49445
AndhraPradesh,Visakhapatanam,EDPeta,Bo,531115.0,17.5825882,82.5478421
AndhraPradesh,Visakhapatanam,Gummadigonda,Bo,531115.0,17.5672821,82.4863216
AndhraPradesh,Visakhapatanam,PKothaGudem,Bo,531115.0,17.4999611,82.4530154
AndhraPradesh,Visakhapatanam,YBAgraharam,Bo,531115.0,17.4902518,82.4513554
AndhraPradesh,AlluriSitharamaRaju,Gondeli,Bo,531024.0,18.102763,82.5824287
AndhraPradesh,Visakhapatanam,Aradakota,Bo,531040.0,18.25704,82.6004866
AndhraPradesh,Visakhapatanam,Rudakota,Bo,531040.0,18.2914433,82.4632716
AndhraPradesh,Visakhapatanam,Jarjula,Bo,531040.0,18.338661,82.474769
AndhraPradesh,Visakhapatanam,Koravangi,Bo,531040.0,18.259016,82.440512
AndhraPradesh,Visakhapatanam,Injari,Bo,531040.0,18.16671,82.390037
AndhraPradesh,Anakapalli,Chinnagummuluru,Bo,531083.0,17.4616492,82.7266056
AndhraPradesh,Anakapalli,GudivadaVeeravalli,Bo,531025.0,17.7804949,82.8170383
AndhraPradesh,Anakapalli,Gunnempudi,Bo,531025.0,17.7629083,82.8312883
AndhraPradesh,Anakapalli,Thotakurapalem,Bo,531025.0,17.6881033,82.8054716
AndhraPradesh,AlluriSitharamaRaju,Galikonda,Bo,531133.0,17.900782,82.096541
AndhraPradesh,AlluriSitharamaRaju,Pedavalasa,Bo,531133.0,17.7836299,82.269954
AndhraPradesh,AlluriSitharamaRaju,Sankada,Bo,531133.0,17.8265948,82.2887429
AndhraPradesh,AlluriSitharamaRaju,Darakonda,Bo,531105.0,17.996951,82.124777
AndhraPradesh,Anakapalli,Chinamadina,Bo,531026.0,17.7560329,82.8611108
AndhraPradesh,Anakapalli,VeeravalliAgraharam,Bo,531026.0,17.8540673,82.8555934
AndhraPradesh,Anakapalli,Vijayaramarajupeta,Bo,531026.0,17.8520526,82.8815075
AndhraPradesh,Anakapalli,Chittayyapalem,Bo,531026.0,17.855797,83.203829
AndhraPradesh,Visakhapatanam,Jilledupudi,Bo,531117.0,17.5435502,82.5717812
AndhraPradesh,Kakinada,Atchampeta,Bo,533005.0,16.630373,80.121921
AndhraPradesh,Kakinada,Panasapadu,Bo,533005.0,17.025828,82.212142
AndhraPradesh,Kakinada,Peddada,Bo,533344.0,16.93,82.094
AndhraPradesh,Kakinada,Vendra,Bo,533344.0,16.89,82.083
AndhraPradesh,Kakinada,Bandanapudi,Bo,533468.0,16.83,82.15
AndhraPradesh,Kakinada,Kajuluru,Bo,533468.0,16.79,82.17
AndhraPradesh,Kakinada,Seela,Bo,533468.0,16.8,82.18
AndhraPradesh,Kakinada,Kaikavolu,Bo,533006.0,16.9384117,82.1298717
AndhraPradesh,Kakinada,Karakuduru,Bo,533006.0,16.9459217,82.1536751
AndhraPradesh,Kakinada,Kesavapuram,Bo,533463.0,16.77928,82.27311
AndhraPradesh,Kakinada,P.Mallavaram,Bo,533463.0,16.76,82.23
AndhraPradesh,Kakinada,Gurazanapalli,Bo,533016.0,16.89,82.22
AndhraPradesh,Kakinada,Pillanka,Bo,533464.0,16.740718,82.140142
AndhraPradesh,Kakinada,Georgepeta,Bo,533464.0,16.73,82.21
AndhraPradesh,Kakinada,Injaram,Bo,533464.0,16.7314105,82.1740756
